STATE,YEAR,TOTAL_REVENUE,FEDERAL_REVENUE,STATE_REVENUE,LOCAL_REVENUE,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,SUPPORT_SERVICES_EXPENDITURE,CAPITAL_OUTLAY_EXPENDITURE,ENROLMENT,RULING_PARTY,POPULATION,AVERAGE_SCORE,AM_AVERAGE_SCORE,AS_AVERAGE_SCORE,HI_AVERAGE_SCORE,BL_AVERAGE_SCORE,WH_AVERAGE_SCORE,HP_AVERAGE_SCORE,TR_AVERAGE_SCORE,TOTAL_REVENUE_PCT,FEDERAL_REVENUE_PCT,STATE_REVENUE_PCT,LOCAL_REVENUE_PCT,TOTAL_EXPENDITURE_PCT,INSTRUCTION_EXPENDITURE_PCT,SUPPORT_SERVICES_EXPENDITURE_PCT,CAPITAL_OUTLAY_EXPENDITURE_PCT,ENROLMENT_PCT,AVERAGE_SCORE_PCT,AM_AVERAGE_SCORE_PCT,AS_AVERAGE_SCORE_PCT,HI_AVERAGE_SCORE_PCT,BL_AVERAGE_SCORE_PCT,WH_AVERAGE_SCORE_PCT,HP_AVERAGE_SCORE_PCT,TR_AVERAGE_SCORE_PCT,TOTAL_REVENUE_PC,FEDERAL_REVENUE_PC,STATE_REVENUE_PC,LOCAL_REVENUE_PC,TOTAL_EXPENDITURE_PC,INSTRUCTION_EXPENDITURE_PC,SUPPORT_SERVICES_EXPENDITURE_PC,CAPITAL_OUTLAY_EXPENDITURE_PC,ENROLMENT_PC
Florida,2012,24139266.0,3068321.0,8702317.0,12368628.0,25352047.0,13558844.0,7607362.0,1837264.0,195358.0,Republican,19348686,232.5,0.0,252.0,228.0,217.5,242.5,0.0,238.5,-8.748975048587736,-34.860380572591225,-4.044516341664495,-2.4109612300518,-6.075512302818033,-5.078189756755425,-5.821424773444273,-17.130950818400322,-0.13648562300319078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2475920070231126,0.15858032943425718,0.4497626867271504,0.6392489908617051,1.3102722841230665,0.7007630388957679,0.3931720221207786,0.09495549206804016,0.010096706308635118
Georgia,2012,17559894.0,1862297.0,7455147.0,8242450.0,17400209.0,9611118.0,5043644.0,1566020.0,128538.0,Republican,9892504,229.5,0.0,252.5,223.5,216.0,240.0,0.0,229.0,-2.6075866818509494,-17.85775249309599,-0.4983924567657061,-0.33786786190208584,1.237691550029929,-0.6227159971474494,0.7700743701275936,14.442101878478072,-0.2243318558997731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7750706999966843,0.18825334819172174,0.7536157680603415,0.8332015837446212,1.758928679735687,0.9715556344480628,0.5098450301359494,0.15830370146931455,0.012993474655153034
Idaho,2012,1981482.0,266087.0,1238989.0,476406.0,1911706.0,1073312.0,609786.0,69239.0,21884.0,Republican,1621887,230.5,0.0,227.0,212.0,0.0,234.5,0.0,0.0,-5.191432270708551,-9.061797253607283,-6.148075260973541,-0.17203553026128304,-2.5046689697870943,-2.8283839707103238,-0.6324276847215149,-17.102868636559553,0.2244103503549421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2217139665093808,0.1640601348922582,0.7639182014529989,0.29373563016412363,1.1786924736433548,0.6617674350925804,0.37597317199040375,0.042690397049856124,0.013492925216121715
Illinois,2012,29900021.0,2430413.0,10142137.0,17327471.0,29067543.0,14896596.0,9358604.0,2032447.0,151409.0,Democrat,12827007,229.0,0.0,247.5,215.0,208.5,240.0,0.0,234.5,1.3299530046241737,-16.044923187249836,1.1111407978041663,4.4956324642285495,1.8989262303696464,1.7777183217569492,0.9382836422153318,7.8297873694999955,-0.3035490880358149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.331020868703042,0.18947623557077656,0.7906861670848079,1.3508584660474576,2.266120459745597,1.1613462127213308,0.7296015352607198,0.1584506034806093,0.01180392277013648
Indiana,2012,12395432.0,1096902.0,7462594.0,3835936.0,11351906.0,5659432.0,3670372.0,894450.0,75678.0,Republican,6544147,232.5,0.0,0.0,218.5,213.0,237.5,0.0,227.5,2.2290601645917008,7.078658595513997,1.664899275024312,2.009210766352987,2.1448894784403816,0.8938020029608085,3.427790625883232,6.018815391307753,-3.7506200160250303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8941249333182768,0.16761573357077705,1.1403463277948982,0.5861628719526013,1.7346654957475742,0.8648082018939978,0.5608633180153196,0.13667938693919926,0.011564226781580549
Iowa,2012,6262807.0,512246.0,2681035.0,3069526.0,6256926.0,3072424.0,1688512.0,900591.0,35492.0,Republican,3075158,232.0,0.0,227.0,215.0,208.5,235.5,0.0,230.0,2.694725070386505,-14.151784517201614,5.6459767179955165,3.5592781174806687,3.2957290829865653,2.551175888045054,3.0555116454647147,4.554420272104265,1.5478813195616723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0365805594379216,0.16657550603903928,0.8718365040105256,0.9981685493883566,2.0346681373770057,0.9991109399907256,0.5490813805339433,0.29286007418155424,0.011541520793403136
Kansas,2012,5613619.0,410051.0,3173205.0,2030363.0,5615714.0,2935226.0,1569972.0,662722.0,36167.0,Republican,2870070,235.0,0.0,240.5,222.0,215.5,240.0,0.0,234.0,1.3495534918771313,-33.00914883189021,7.742494079299189,2.461099498686403,-0.8200424362070469,3.360197872880621,2.5660256066855958,-22.19536334040483,1.5698719388901328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9559171030671725,0.14287142822300505,1.105619375137192,0.7074262997069758,1.956647050420373,1.0227018853198702,0.5470152295937033,0.2309079569487852,0.012601434808210252
Kentucky,2012,7192430.0,983232.0,3920971.0,2288227.0,7444529.0,3697663.0,2320305.0,764062.0,50583.0,Democrat,4372661,233.0,0.0,256.0,229.0,217.5,234.5,0.0,235.0,1.2363980520196272,-15.57979476048521,5.853461657870217,2.34713078513662,2.628659263701349,0.9188050866840048,3.64862196722453,4.1869103315302025,1.3809275664408591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6448633909649066,0.2248589588811024,0.8967013450162271,0.5233030870675773,1.7025168427188844,0.8456322134279333,0.5306391234079203,0.17473616180170382,0.01156801316177952
Louisiana,2012,8477993.0,1527734.0,3588546.0,3361713.0,8504567.0,4365583.0,2793437.0,777379.0,57434.0,Republican,4558249,220.5,0.0,0.0,219.0,208.0,232.0,0.0,0.0,5.672201270435684,2.035181551391818,9.764259918190968,3.236123812852121,3.4761104628738604,4.877434711404558,8.154787762494697,-3.984491853776806,-1.4921789242590575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8599231854161544,0.3351580837290811,0.7872641446309756,0.7375009570560976,1.8657530556141184,0.9577324538435702,0.612831155121188,0.17054333802299962,0.012600013733343659
Maine,2012,2611056.0,239982.0,1012326.0,1358748.0,2625759.0,1376755.0,887596.0,131394.0,13345.0,Republican,1335161,233.0,0.0,231.5,0.0,202.0,234.5,0.0,0.0,-1.6316513999953264,-17.044488229804,-2.9670817354097268,2.7956680120593496,-3.766709974400184,-3.825788217016578,1.5300496442543166,-20.294813466787986,-1.3891967782457717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.955611345747816,0.1797401212288256,0.7582051902354847,1.017666034283506,1.9666235008362287,1.0311527973030967,0.6647857449401233,0.09841060366502616,0.009995049286190955
Maryland,2012,13752912.0,859635.0,5980541.0,6912736.0,13212140.0,7140620.0,4161605.0,1139120.0,63703.0,Democrat,5854286,239.0,0.0,260.0,235.5,221.5,250.0,0.0,245.5,2.2982250738994736,-31.555761152389717,8.572493450384954,3.489695622681288,-0.2684013681774289,-0.9006295871981429,0.2688385130565463,15.081341511094234,0.9268354510599152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3492039849095177,0.14683857262866898,1.0215662507776353,1.1807991615032132,2.2568320030828697,1.2197251722925733,0.71086465539948,0.1945788094397848,0.010881429434776504
Massachusetts,2012,15763456.0,979175.0,6200945.0,8583336.0,15696061.0,8801567.0,4642633.0,1159931.0,70952.0,Democrat,6644087,245.0,0.0,255.0,226.0,225.5,250.5,0.0,251.5,2.3821692480346934,-18.223742946074893,7.222681403503929,1.9876051234437808,3.5982223627932797,1.331733958530923,1.2882271653678945,41.93480889054217,0.7783648656326303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.372554122184132,0.14737540312160272,0.9333027999181828,1.291875919144346,2.362410516298176,1.3247218165565864,0.6987616206711321,0.17458094693823245,0.010678969134510129
Michigan,2012,18622316.0,1866406.0,9796808.0,6959102.0,18063824.0,9070480.0,5802009.0,1200582.0,112068.0,Republican,9922378,227.5,0.0,249.5,217.0,201.5,233.5,0.0,228.5,-3.879988599168804,-26.098384179466628,-0.4946418204119119,-0.6267037365468187,-2.1988367265571074,-1.3946965764463193,-3.6916004665024214,-5.723278045899925,-0.3529987107099952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8767996945893413,0.18810067505995035,0.9873447675547132,0.7013542519746778,1.8205135905929,0.9141437667462377,0.5847397670195592,0.12099740606536055,0.011294469934525776
Minnesota,2012,10681609.0,740098.0,6642440.0,3299071.0,10696348.0,5672620.0,2555775.0,1034162.0,62523.0,Democrat,5384439,235.5,214.0,235.5,215.5,212.0,242.0,0.0,223.0,-2.114655590793857,-12.196852318052075,5.6046571080803576,-12.712598060615676,0.7902771077071602,0.4933592523062469,1.417348893298831,1.7000122925630023,2.6363740827683557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9837923690843189,0.13745127393958775,1.2336364104041293,0.6127046847406016,1.986529701608654,1.05352108176915,0.4746594770597271,0.19206494864181764,0.011611794654930624
Mississippi,2012,4477828.0,795110.0,2195720.0,1486998.0,4423270.0,2291333.0,1449935.0,329375.0,36663.0,Republican,2966093,219.5,0.0,0.0,216.0,207.5,230.5,0.0,0.0,-0.8615502058784807,-20.999736702220147,5.998309410673697,3.3491565946858866,1.7830388677943616,2.3755174439775484,4.071457948580658,-10.71573788444753,-2.789341110963805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5096721512103632,0.2680664429604871,0.7402734843445571,0.5013322239053192,1.4912782572899768,0.7725088188401376,0.488836661561185,0.11104675409705628,0.012360704805951802
Missouri,2012,10022622.0,994192.0,4115324.0,4913106.0,9910617.0,5056789.0,2994397.0,891474.0,67493.0,Democrat,6022124,230.0,0.0,243.5,220.0,207.5,236.0,0.0,0.0,1.0818169312327264,-26.06891218102927,7.494731475009386,3.603829863955688,0.6920189524922682,-0.8643608287904891,0.6434749056550615,4.901631994577671,0.3255343817819556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.664300170504626,0.16508992508291095,0.6833675294630267,0.8158427159586883,1.6457012509207716,0.8397019058392022,0.4972327039429942,0.1480331524226336,0.01120750751728128
Montana,2012,1628318.0,214164.0,761029.0,653125.0,1652537.0,888206.0,536815.0,117001.0,10861.0,Democrat,1008377,234.5,210.0,0.0,227.0,0.0,238.0,0.0,0.0,-0.21399550192731093,-19.03582756495802,6.640164115901247,-0.08047107707324086,-0.1840438177706516,-1.5963616824448912,-0.622940501314373,12.795966373592481,1.1360461867957916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61479089665869,0.21238485209400848,0.7547068209608113,0.6476992236038703,1.6388086995240867,0.8808273096272525,0.5323554583256064,0.11602902485875817,0.010770773232630256
Nebraska,2012,3764056.0,366016.0,1166374.0,2231666.0,3880517.0,2247992.0,984922.0,374671.0,22583.0,Republican,1853374,231.5,0.0,238.0,217.0,206.0,238.5,0.0,225.5,-2.9729431549512464,-36.007720698149726,1.153175373370563,3.5892165682143373,5.5542136361138805,6.94828546730335,3.4677575238047265,7.145900715791154,1.3645136675793257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03092090425354,0.1974863141492219,0.6293246802857922,1.2041099098185255,2.093758194514437,1.2129187093376728,0.5314210731347262,0.2021561757098136,0.012184804578029044
Nevada,2012,4053945.0,403548.0,2401035.0,1249362.0,4109706.0,2049362.0,1336995.0,321145.0,33462.0,Republican,2781364,225.0,0.0,238.0,216.0,214.0,235.5,0.0,231.0,-2.2339389814779778,-9.721209301076948,1.7529562383908683,-6.7573497802827625,-3.5020915245999262,-5.190164465314241,-2.9140419351910696,-0.8034076096693044,-0.4344203761009302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4575384595471863,0.14508996305409866,0.8632580992635268,0.4491903972295607,1.4775865366776877,0.73681905712449,0.4806976001702762,0.11546313247744633,0.012030787771755154
New Hampshire,2012,2963221.0,187243.0,1029325.0,1746653.0,2961684.0,1654634.0,868513.0,160056.0,13907.0,Democrat,1328682,241.0,0.0,249.0,226.0,235.0,241.5,0.0,0.0,0.5501853236181686,1.3395176653965946,-2.986396936506785,2.670130047236462,-1.3181200862042552,0.030529662438660843,1.5239469020755791,-22.393704452557927,-1.9943622269203647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2301957880064607,0.14092386289571168,0.7746962779656833,1.3145756471450656,2.2290390025604316,1.245319798115727,0.6536650605637767,0.12046223249806952,0.010466763303785254
New Jersey,2012,27574528.0,1371038.0,10401941.0,15801549.0,26432652.0,14491817.0,8921990.0,940577.0,98152.0,Republican,8891314,239.5,0.0,257.0,225.0,223.5,247.5,0.0,0.0,5.076339124170759,6.779159404171662,11.472147986813596,1.1172553375078391,2.785603122191227,2.6833848362812773,3.3236865358269085,2.5371087447563667,1.755149856415672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1012882910220023,0.1541997054653564,1.1698991847549192,1.7771894008017262,2.972862278848773,1.629884739196029,1.0034501087240872,0.1057860514205212,0.011039088260745265
New Mexico,2012,3478709.0,491732.0,2380982.0,605995.0,3616691.0,1688871.0,1097238.0,615427.0,25474.0,Republican,2070848,220.5,206.0,238.0,215.0,217.0,236.0,0.0,0.0,-3.1359134359694063,-22.736614522120057,1.0942548647466577,1.0523875907978208,-2.1044072479785125,-3.1914857028869315,-2.4148204804382845,-0.17048459150205142,-0.8909465821110407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.679847579349136,0.2374544148097784,1.1497618366968507,0.292631327842507,1.7464782543190036,0.8155456122322836,0.5298496075037858,0.29718598371295235,0.01230124084433044
New York,2012,58981073.0,3769627.0,23314292.0,31897154.0,60216421.0,38431932.0,14662331.0,4094920.0,198361.0,Democrat,19542731,230.0,0.0,243.5,217.5,216.0,238.5,0.0,0.0,2.1250506633540223,-26.35256542131576,0.544635109139624,8.31946307330007,1.2944542044137863,1.5798829186167929,1.3944920148280635,-12.00914864878222,1.162268846706982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0180568416973044,0.1928915155205278,1.1929904781476035,1.632174848029173,3.0812695011766777,1.9665589215754955,0.7502703178997858,0.2095367326091732,0.01015011668532919
North Carolina,2012,12788659.0,1831015.0,7648102.0,3309542.0,13418244.0,7521325.0,3817233.0,728580.0,116264.0,Democrat,9716264,233.0,208.5,250.5,222.5,217.5,242.5,0.0,234.5,-11.248511834020777,-10.549284448991038,2.130339971449824,-32.097904981769574,-2.53344513672672,-0.5937420246148406,-0.6888138514127838,-25.694302087572176,-0.052439286481842366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.316211560328126,0.1884484612604186,0.787144318021824,0.3406187810458835,1.3810085851928273,0.7740964016622027,0.3928704489709213,0.07498561175365348,0.011965916117553002
North Dakota,2012,1345371.0,160050.0,658255.0,527066.0,1380563.0,685786.0,368323.0,160904.0,7380.0,Republican,693892,235.5,213.5,0.0,223.5,220.0,238.5,0.0,0.0,2.775078606983428,-14.340305281411226,4.4136541725488865,7.177338999938997,5.2077157440867605,3.75856350916266,2.278419851270974,28.757191898661237,5.0085372794536065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9388766551567105,0.23065549105624505,0.9486418635753114,0.7595793005251538,1.9895934814063283,0.9883180667884915,0.5308073878932168,0.23188623013379606,0.010635660880944009
Ohio,2012,22799205.0,2007733.0,9336277.0,11455195.0,22662376.0,10861218.0,7524489.0,2416140.0,129295.0,Republican,11589093,234.0,0.0,254.0,222.0,215.0,239.0,0.0,229.5,-2.9352550892969287,-20.764542310967915,-5.063515362404902,3.0093412729957247,-1.5124468088250187,-1.9246439523367465,-0.6086203605675355,-3.1483384047900294,-0.8519546646626686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9672984762483137,0.1732433245638809,0.8056089462738801,0.9884462054105528,1.955491771444064,0.9371931004436672,0.6492733296729951,0.2084839598750308,0.011156610789127329
Oklahoma,2012,5824963.0,773014.0,2869071.0,2182878.0,5594867.0,2736786.0,1898922.0,496119.0,49274.0,Republican,3792951,226.0,223.0,241.0,217.0,211.5,232.0,0.0,0.0,-0.17428908646983654,-20.186798743248783,4.670203986927679,2.6972834274111124,-0.8878849698174762,-4.528533967580417,4.628009831800406,-2.803333672917629,1.1994249332511808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5357337861733515,0.20380279101944634,0.756421846736222,0.5755091484176832,1.4750696753003136,0.7215453086528141,0.5006450122872665,0.13080026607251188,0.012990940299518763
Oregon,2012,6124872.0,550894.0,3038052.0,2535926.0,6314092.0,3250376.0,2057965.0,448562.0,42401.0,Democrat,3912310,226.5,216.5,245.0,208.0,208.5,232.5,0.0,233.5,0.2026671971656624,-35.08484782068187,8.783061356463605,2.623989057438325,-0.05608111263154525,-0.3315967484261884,-0.6439424845133712,-2.9042445652291526,0.7819927742916954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5655385181644603,0.1408104163524874,0.7765366241427699,0.6481914776692032,1.6139038061912272,0.83080737467123,0.5260229889758224,0.11465400236688812,0.010837842604497088
Pennsylvania,2012,27881568.0,2145208.0,9561500.0,16174860.0,27851918.0,13450420.0,7682906.0,1735626.0,131315.0,Republican,12762443,236.5,0.0,254.5,214.0,214.0,242.0,0.0,233.0,-2.1442196563237093,-36.37846781581617,3.242181333502648,1.988789143935588,-3.3279382352145888,-2.263456793622109,-3.324504964573272,-20.716935469503923,1.1321190650390944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1846575925941454,0.1680875675605368,0.7491904175399647,1.2673796074936436,2.182334369681416,1.0539063720010349,0.6019933644365738,0.1359948091442994,0.0102891742591916
Rhode Island,2012,2208278.0,204682.0,779000.0,1224596.0,2190431.0,1272285.0,727287.0,33633.0,10831.0,Democrat,1061529,232.0,0.0,242.0,214.0,216.5,239.5,0.0,232.5,-0.1841479113631084,-12.570532781458368,1.3382107496555884,1.2457752114874543,-0.3869591712370557,0.9733171113814664,-1.2711582554018164,-23.082376618030466,0.036944675348671296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0802804256878518,0.19281809540766195,0.7338471205214365,1.1536152097587538,2.063467884532594,1.198540030465489,0.6851315413898255,0.0316835432663639,0.010203206883655558
South Carolina,2012,7889771.0,848254.0,3586738.0,3454779.0,7948441.0,3749691.0,2489094.0,869025.0,54058.0,Republican,4723976,226.0,0.0,0.0,221.0,209.5,237.0,0.0,224.0,1.5051763353046257,-18.560214752316693,7.4286963697111075,1.8360849995136208,-0.1633748031765081,1.6236460582224057,2.4960911715449674,-14.476649549366904,-0.1828018538693077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6701547594653317,0.17956357102576306,0.7592625364735129,0.7313286519660557,1.6825743822576575,0.79375741959739,0.5269065719216186,0.18396050276292686,0.01144332655373355
South Dakota,2012,1298723.0,212615.0,395054.0,691054.0,1296971.0,649023.0,379791.0,172398.0,9657.0,Republican,828677,230.5,208.5,0.0,216.5,215.5,235.5,0.0,0.0,0.08183955593950021,-18.971398083042747,5.446712647605212,4.6072011359060685,-3.9719624438312233,-1.8889858038846907,-2.780970421471629,-13.643831773828365,3.129004698846649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.567224624310799,0.256571619581574,0.4767285685496279,0.8339244361795971,1.5651104109321243,0.7832038297189375,0.4583100532535596,0.20804004455294406,0.011653515181427746
Tennessee,2012,8983224.0,1257953.0,4017946.0,3707325.0,9256522.0,5151260.0,2693334.0,671532.0,74425.0,Republican,6459052,224.0,0.0,247.0,214.5,207.0,230.0,0.0,0.0,3.4946398532792906,-1.1684245673992844,1.5793295168520904,7.409131786143908,3.2927621143157504,4.125494096113624,2.2053971266882355,1.563381453277768,-0.9594655736832268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3907960487080766,0.1947581471708232,0.6220643524777321,0.5739735490595215,1.4331084499706768,0.7975257050105805,0.4169859601687678,0.10396757914319316,0.011522588763800013
Texas,2012,49979753.0,6140296.0,19801928.0,24037529.0,50215314.0,23902458.0,13954303.0,5538370.0,378750.0,Republican,25945549,229.5,0.0,255.5,222.5,221.0,243.0,0.0,237.5,-2.0449655028219604,-21.460257160490283,0.9105012021958904,1.9324330524701503,-4.6999927465030344,-4.9793228044023214,-2.5929100989218186,-15.524823030378833,0.7967936639734274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9263324510882387,0.2366608623313386,0.7632109846663873,0.9264606040905128,1.9354115035299504,0.9212546629867034,0.5378303230353692,0.2134612761518363,0.014597879582351488
Utah,2012,4217360.0,426702.0,2158049.0,1632609.0,4330417.0,2161779.0,1052249.0,666528.0,48362.0,Republican,2865431,231.5,200.5,233.5,209.5,0.0,236.5,218.0,0.0,1.8377771172154889,-14.792863960765365,4.8557610081472635,3.1756383981131897,3.2055217501971045,0.20590199862144945,3.3087296818608447,12.40899301626277,3.4304290174943297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4718065100852191,0.14891372362482294,0.7531324258026105,0.5697603606577859,1.5112620056110233,0.7544341496968519,0.3672218943677234,0.2326100331852346,0.016877740207319598
Vermont,2012,1754161.0,124451.0,1372320.0,257390.0,1726321.0,904254.0,518561.0,45788.0,6133.0,Democrat,629208,237.0,0.0,0.0,0.0,205.0,238.0,0.0,234.0,4.011979847008518,16.50206416221225,3.246231488475537,2.7488583016638484,0.2209559858695087,1.7859313723282977,1.3160748302642578,-28.06849422669076,-0.40597596622280463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7878873123037216,0.19778992002644594,2.1810275775260326,0.4090698147512428,2.7436412124448517,1.4371304878513942,0.8241487711535772,0.07277084843167919,0.009747174225375393
Virginia,2012,14940479.0,1365551.0,5564504.0,8010424.0,15129464.0,8123166.0,4744530.0,1078796.0,94005.0,Republican,8127098,235.5,0.0,249.0,223.0,219.5,243.0,0.0,239.0,1.9455973230244616,-4.326347420761278,3.986543521173002,1.6955599224920181,3.091133269259672,3.334021958317157,3.0844533245150574,0.34686210254801786,0.2506132025168029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8383534934610115,0.16802442889208424,0.6846852345080618,0.9856438300608656,1.8616071813087525,0.9995161864665592,0.5837914099227055,0.13274061663831296,0.011566859412794088
Washington,2012,11955582.0,1057045.0,7001110.0,3897427.0,12187889.0,5866729.0,3735795.0,1552074.0,78244.0,Democrat,6920688,232.0,212.5,245.5,212.5,218.0,239.0,0.0,235.0,0.4169431042871707,-22.709667607223892,3.5896252203704737,3.111799094504032,2.175319623540717,-2.3381171610525,9.001681215610514,5.775099602408185,1.5483251352999885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7275135073275951,0.15273698221910886,1.0116205209655456,0.5631560041429406,1.7610805457492087,0.8477089272049253,0.5398011006998148,0.22426585333712487,0.01130581237009962
West Virginia,2012,3970941.0,432223.0,2014017.0,1524701.0,3536971.0,1893954.0,1155259.0,245082.0,20181.0,Democrat,1841138,224.5,0.0,0.0,0.0,211.5,225.5,0.0,0.0,14.250575864833026,-15.292911793295914,4.476310430009245,46.936472447622535,-3.6278932644963287,-5.792508681078013,-0.4269047380995872,-8.973339969246998,-2.732793522267208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15678618332792,0.2347586112502159,1.093897904448227,0.828129667629477,1.921078702411226,1.0286866057840314,0.6274700755728251,0.13311441076117053,0.010961155546189368
Wisconsin,2012,11139967.0,907311.0,4786356.0,5446300.0,10724377.0,5631108.0,3525882.0,449246.0,60670.0,Republican,5728332,233.0,231.0,233.0,215.0,206.5,239.0,0.0,0.0,-4.495219302859333,-9.532071204865042,-8.429345274513611,0.2182377577082395,-6.261329052949294,-8.264268127111906,-3.894894674710403,-17.100742178706007,0.9584983525809498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9447139237041429,0.1583900863287952,0.8355584138628837,0.9507654235124642,1.8721640086503368,0.9830275200529578,0.6155163492618794,0.07842527283683977,0.010591215732607677
Wyoming,2012,1664983.0,144728.0,851896.0,668359.0,1670728.0,845801.0,540510.0,213245.0,7127.0,Republican,566271,234.0,207.5,0.0,224.0,0.0,236.5,0.0,0.0,0.8700967696400275,-6.599980639540515,-3.081188515311517,8.378966963792013,0.8376135437728305,2.424123528820532,2.3011174368602783,-9.02827548547831,4.9631811487481645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9402582862269124,0.25558080848215786,1.504396304949397,1.1802811727953575,2.950403605340905,1.4936329072122712,0.9545076473985071,0.3765776456855463,0.01258584670590583
Alabama,2013,7197439.0,811739.0,3898347.0,2487353.0,7487741.0,3747993.0,2317243.0,643522.0,55719.0,Republican,4853099,226.0,0.0,0.0,217.0,208.5,234.5,0.0,0.0,0.8475610516482712,2.757755514878091,-1.273954066844596,3.7112691090185557,3.6772927105889854,1.428114854294238,3.4682566154469847,10.770824977751925,-0.2506310531874889,0.22172949002217116,0.0,0.0,0.4629629629629539,-0.4773269689737458,-0.21276595744680327,0.0,0.0,1.4830604115020114,0.1672619907403496,0.8032696221527729,0.5125287986088889,1.5428782722132806,0.7722885933297466,0.4774769688399103,0.13260022101341842,0.011481117529232351
Arizona,2013,8164324.0,1178356.0,2934165.0,4051803.0,7600581.0,3824071.0,2643742.0,558466.0,84282.0,Republican,6619862,226.5,204.0,237.5,217.0,218.0,239.5,0.0,0.0,2.8926508274060625,12.20001752000519,3.114704264751622,0.3161151116541472,-5.6374929202491675,-2.3865085548059994,-7.449113049128176,-20.108778841628357,0.4648834215419839,1.3422818791946292,1.7456359102244299,-0.4192872117400381,0.930232558139532,1.8691588785046733,1.6985138004246283,0.0,0.0,1.2333072804236704,0.17800310640916686,0.4432365810646808,0.6120675929498228,1.1481479523289155,0.5776662715929728,0.3993651227170597,0.08436218156813541,0.012731685343289634
Arkansas,2013,5067546.0,572096.0,3847045.0,648405.0,5226339.0,2545564.0,1694335.0,533975.0,36321.0,Democrat,2944600,229.5,0.0,0.0,222.5,211.5,236.0,0.0,0.0,-1.980299137743946,-14.134123406982491,0.6244291389453593,-4.714564716151815,-1.3892534088406958,-0.09780004835058254,0.6180192977371934,-12.8090199536266,0.5008301051466546,0.879120879120876,0.0,0.0,1.8306636155606348,1.6826923076923128,0.8547008547008517,0.0,0.0,1.7209624397201655,0.1942864905250289,1.3064745636079604,0.22020138558717653,1.774889288867758,0.8644854988793045,0.5754041295931536,0.18134041975140933,0.012334782313387218
